uniProtID,accession,label,existence,species,history,old_ID
PBPA_AQUAE,O66874,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2001-06-20', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 146, 'sequenceVersion': 1}",The502
RS16_AQUAE,O66523,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 110, 'sequenceVersion': 1}",The514
YBEY_AQUAE,O67367,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 129, 'sequenceVersion': 1}",The538
Y1857_AQUAE,O67709,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 119, 'sequenceVersion': 1}",The543
ACDB_ARCFU,O29868,1,Evidence at protein level,Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16),"{'firstPublicDate': '2003-11-21', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 113, 'sequenceVersion': 3}",The545
SRP19_ARCFU,O29010,1,Evidence at protein level,Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16),"{'firstPublicDate': '2001-01-11', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 127, 'sequenceVersion': 1}",The614
WTPB_ARCFU,O30143,1,Evidence at protein level,Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16),"{'firstPublicDate': '2008-06-10', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 113, 'sequenceVersion': 1}",The622
COAD_THEMA,Q9WZK0,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 141, 'sequenceVersion': 1}",The669
GCH4_THEMA,Q9WXP6,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2005-02-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 104, 'sequenceVersion': 1}",The697
DPOL_PYRWO,P61876,1,Evidence at protein level,Pyrococcus woesei,"{'firstPublicDate': '2004-06-07', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2004-06-07', 'entryVersion': 73, 'sequenceVersion': 1}",The85
NADA_PYRFU,Q8TZL3,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '2002-10-25', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2002-06-01', 'entryVersion': 106, 'sequenceVersion': 1}",The100
PLS_PYRFU,P72186,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '2001-09-26', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2002-04-03', 'entryVersion': 126, 'sequenceVersion': 2}",The108
HIS1_THEMA,Q9X0D2,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 139, 'sequenceVersion': 1}",The701
HIS4_THEMA,Q9X0C7,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2002-05-02', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 139, 'sequenceVersion': 1}",The702
LDH_THEMA,P16115,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '1990-04-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1994-06-01', 'entryVersion': 169, 'sequenceVersion': 2}",The716
ENCAP_THEMA,Q9WZP2,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2008-07-22', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2008-07-22', 'entryVersion': 105, 'sequenceVersion': 2}",The718
METAA_THEMA,Q9WZY3,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2001-01-11', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 136, 'sequenceVersion': 1}",The723
METE_THEMA,Q9X112,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 147, 'sequenceVersion': 1}",The724
IXTPA_THEMA,Q9WY06,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2002-08-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 123, 'sequenceVersion': 1}",The737
OMPA_THEMA,Q01969,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '1993-07-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2000-05-30', 'entryVersion': 127, 'sequenceVersion': 2}",The739
RL28_THEMA,Q9WY96,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2001-06-01', 'entryVersion': 99, 'sequenceVersion': 2}",The770
RL7_THEMA,P29396,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '1992-12-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1992-12-01', 'entryVersion': 152, 'sequenceVersion': 1}",The773
SIGA_THEMA,P77994,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2000-05-30', 'entryVersion': 155, 'sequenceVersion': 3}",The778
RS6_THEMA,Q9WZ72,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 122, 'sequenceVersion': 1}",The780
SECA_THEMA,Q9X1R4,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2008-02-26', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 138, 'sequenceVersion': 1}",The783
SYE1_THEMA,Q9X172,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 145, 'sequenceVersion': 1}",The791
YBEY_THEMA,Q9X1J7,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 134, 'sequenceVersion': 1}",The813
AROQ_THET8,Q5SIL5,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2008-01-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2004-12-21', 'entryVersion': 90, 'sequenceVersion': 1}",The827
BIKB_THET8,Q5SHZ8,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2009-07-28', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2004-12-21', 'entryVersion': 92, 'sequenceVersion': 1}",The830
COAE_THET8,Q56416,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2005-03-29', 'entryVersion': 141, 'sequenceVersion': 2}",The837
DEF_THETH,P43522,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '1995-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1995-11-01', 'entryVersion': 98, 'sequenceVersion': 1}",The848
EFG_THET8,Q5SHN5,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2005-05-24', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2004-12-21', 'entryVersion': 123, 'sequenceVersion': 1}",The855
EFTU1_THET8,Q5SHN6,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2005-05-24', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 121, 'sequenceVersion': 3}",The859
FPG_THET8,O50606,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 152, 'sequenceVersion': 3}",The864
HIS1_THET2,P62381,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2004-07-05', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2004-07-05', 'entryVersion': 99, 'sequenceVersion': 1}",The876
IF1_THETH,Q8KLI6,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '2004-06-07', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2002-10-01', 'entryVersion': 81, 'sequenceVersion': 1}",The882
IF2_THET8,P48515,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '1996-02-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2005-03-29', 'entryVersion': 137, 'sequenceVersion': 2}",The883
ISPD_THET8,Q5SLX2,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2005-08-16', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2004-12-21', 'entryVersion': 99, 'sequenceVersion': 1}",The886
ISPE_THET8,P83700,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2004-08-16', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2003-12-15', 'entryVersion': 105, 'sequenceVersion': 1}",The887
ISPG_THETH,Q84GJ3,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '2004-07-19', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2003-06-01', 'entryVersion': 78, 'sequenceVersion': 1}",The889
PFKA1_THET8,P21777,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '1991-05-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2005-03-29', 'entryVersion': 142, 'sequenceVersion': 3}",The890
KAD_THET8,Q5SHQ9,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2008-02-05', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2004-12-21', 'entryVersion': 96, 'sequenceVersion': 1}",The891
LIPB_THET8,Q5SLQ3,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2006-06-27', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2004-12-21', 'entryVersion': 102, 'sequenceVersion': 1}",The897
MDH_THETH,P10584,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '1989-07-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1989-07-01', 'entryVersion': 148, 'sequenceVersion': 1}",The899
MURB_THET8,Q5SJC8,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2006-03-07', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2004-12-21', 'entryVersion': 106, 'sequenceVersion': 1}",The903
NQO5_THET8,Q56219,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 134, 'sequenceVersion': 1}",The912
NQO6_THET8,Q56218,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 138, 'sequenceVersion': 3}",The913
NQO9_THET8,Q56224,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 152, 'sequenceVersion': 1}",The914
PHR_THET2,P61496,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2004-05-24', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2004-05-24', 'entryVersion': 97, 'sequenceVersion': 1}",The926
PYRE_THET2,P61498,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2004-05-24', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2004-05-24', 'entryVersion': 98, 'sequenceVersion': 1}",The929
PYRR_THET8,Q5SK65,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2007-07-10', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2004-12-21', 'entryVersion': 107, 'sequenceVersion': 1}",The931
QUEA_THET2,Q72JS5,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2006-04-04', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2004-07-05', 'entryVersion': 97, 'sequenceVersion': 1}",The932
REX_THET2,Q72I39,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2008-02-05', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2004-07-05', 'entryVersion': 103, 'sequenceVersion': 1}",The933
RF1_THET2,Q72HB8,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2006-12-12', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2004-07-05', 'entryVersion': 98, 'sequenceVersion': 1}",The934
RL10_THET2,Q72GS1,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2005-03-15', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2004-07-05', 'entryVersion': 90, 'sequenceVersion': 1}",The937
RL11_THETH,P36238,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '1994-06-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1995-02-01', 'entryVersion': 117, 'sequenceVersion': 2}",The939
RL15_THETH,P74910,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 84, 'sequenceVersion': 1}",The945
RL24_THET2,Q72I15,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2006-06-27', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2004-07-05', 'entryVersion': 106, 'sequenceVersion': 1}",The969
RL25_THET2,Q72IA7,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2005-07-19', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2004-07-05', 'entryVersion': 111, 'sequenceVersion': 1}",The971
RL28_THET2,Q72G84,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2009-04-14', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2004-07-05', 'entryVersion': 90, 'sequenceVersion': 1}",The976
RL29_THET2,Q72I12,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2005-08-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2004-07-05', 'entryVersion': 103, 'sequenceVersion': 1}",The978
RL30_THETH,P74909,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 106, 'sequenceVersion': 3}",The982
RL31_THET2,Q72JR0,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2005-08-16', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2005-08-16', 'entryVersion': 97, 'sequenceVersion': 2}",The985
RL36_THET2,Q72I28,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2005-02-15', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2004-07-05', 'entryVersion': 90, 'sequenceVersion': 1}",The995
RL6_THETH,P24316,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '1992-03-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 101, 'sequenceVersion': 4}",The1005
RNPA_THET8,Q7X5K6,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2004-03-29', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2003-10-01', 'entryVersion': 92, 'sequenceVersion': 1}",The1013
RPOZ_THET8,Q8RQE7,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2003-02-12', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2005-03-29', 'entryVersion': 128, 'sequenceVersion': 2}",The1020
RS10_THETH,P80375,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '1995-02-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 115, 'sequenceVersion': 3}",The1023
RS12_THETH,P17293,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '1990-08-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 148, 'sequenceVersion': 3}",The1028
RS14Z_THETH,P24320,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '1992-03-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 115, 'sequenceVersion': 4}",The1033
RS17_THETH,P24321,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '1992-03-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 108, 'sequenceVersion': 4}",The1042
RS18_THET2,P62659,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2004-07-19', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 108, 'sequenceVersion': 2}",The1045
RS19_THETH,P80381,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '1995-02-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 121, 'sequenceVersion': 3}",The1048
RS3_THET2,P62663,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2004-07-19', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 116, 'sequenceVersion': 2}",The1055
RS4_THET2,P62664,1,Evidence at protein level,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),"{'firstPublicDate': '2004-07-19', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 115, 'sequenceVersion': 2}",The1057
RS6_THETH,P23370,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '1991-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1993-04-01', 'entryVersion': 117, 'sequenceVersion': 2}",The1062
RS8_THETH,P24319,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '1992-03-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2005-05-10', 'entryVersion': 106, 'sequenceVersion': 2}",The1067
RSHX_THETH,P62612,1,Evidence at protein level,Thermus thermophilus,"{'firstPublicDate': '2004-07-19', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 49, 'sequenceVersion': 2}",The1072
RUVA_THET8,Q9F1Q3,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2002-05-02', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2001-03-01', 'entryVersion': 133, 'sequenceVersion': 1}",The1076
YQGF_THET8,Q5SHA1,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2005-04-26', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2004-12-21', 'entryVersion': 96, 'sequenceVersion': 1}",The1079
SODM_THET8,P61503,1,Evidence at protein level,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),"{'firstPublicDate': '2004-05-24', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 103, 'sequenceVersion': 2}",The1082
